Single Service

100 users 50% HPA

PS C:\Windows\system32> kubectl get hpa --watch
NAME           REFERENCE             TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        4          46m
frontend-hpa   Deployment/frontend   cpu: 64%/85%   1         10        4          47m
frontend-hpa   Deployment/frontend   cpu: 65%/85%   1         10        4          48m
frontend-hpa   Deployment/frontend   cpu: 61%/85%   1         10        4          49m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        4          50m
frontend-hpa   Deployment/frontend   cpu: 68%/85%   1         10        4          51m
frontend-hpa   Deployment/frontend   cpu: 65%/85%   1         10        4          52m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        4          53m
frontend-hpa   Deployment/frontend   cpu: 65%/85%   1         10        4          54m
frontend-hpa   Deployment/frontend   cpu: 68%/85%   1         10        4          55m
frontend-hpa   Deployment/frontend   cpu: 65%/85%   1         10        4          56m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        4          57m
frontend-hpa   Deployment/frontend   cpu: 64%/85%   1         10        4          58m
frontend-hpa   Deployment/frontend   cpu: 5%/85%    1         10        4          59m
frontend-hpa   Deployment/frontend   cpu: 4%/85%    1         10        4          60m
frontend-hpa   Deployment/frontend   cpu: 4%/85%    1         10        4          61m
frontend-hpa   Deployment/frontend   cpu: 4%/85%    1         10        4          64m
frontend-hpa   Deployment/frontend   cpu: 15%/85%   1         10        1          64m
frontend-hpa   Deployment/frontend   cpu: 14%/85%   1         10        1          65m


300 users 85% HPA

PS C:\Windows\system32> kubectl get hpa --watch
NAME           REFERENCE             TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
frontend-hpa   Deployment/frontend   cpu: 14%/85%   1         10        1          147m
frontend-hpa   Deployment/frontend   cpu: 74%/85%   1         10        1          147m
frontend-hpa   Deployment/frontend   cpu: 200%/85%  1         10        1          148m
frontend-hpa   Deployment/frontend   cpu: 200%/85%  1         10        3          148m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          150m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        3          154m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          156m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        3          158m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          160m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        3          164m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          165m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        3          170m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          171m
frontend-hpa   Deployment/frontend   cpu: 44%/85%   1         10        3          172m
frontend-hpa   Deployment/frontend   cpu: 6%/85%    1         10        3          173m
frontend-hpa   Deployment/frontend   cpu: 5%/85%    1         10        3          174m
frontend-hpa   Deployment/frontend   cpu: 6%/85%    1         10        3          175m
frontend-hpa   Deployment/frontend   cpu: 5%/85%    1         10        3          176m
frontend-hpa   Deployment/frontend   cpu: 5%/85%    1         10        3          177m
frontend-hpa   Deployment/frontend   cpu: 2%/85%    1         10        2          177m
frontend-hpa   Deployment/frontend   cpu: 2%/85%    1         10        2          178m
frontend-hpa   Deployment/frontend   cpu: 9%/85%    1         10        1          178m
frontend-hpa   Deployment/frontend   cpu: 16%/85%   1         10        1          179m


500 users 85% HPA

PS C:\Windows\system32> kubectl get hpa --watch
NAME           REFERENCE             TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
frontend-hpa   Deployment/frontend   cpu: 14%/85%   1         10        1          3h7m
frontend-hpa   Deployment/frontend   cpu: 174%/85%  1         10        1          3h8m
frontend-hpa   Deployment/frontend   cpu: 174%/85%  1         10        3          3h8m
frontend-hpa   Deployment/frontend   cpu: 199%/85%  1         10        3          3h9m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        3          3h10m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          3h13m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        3          3h17m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          3h19m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        3          3h23m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          3h26m
frontend-hpa   Deployment/frontend   cpu: 66%/85%   1         10        3          3h30m
frontend-hpa   Deployment/frontend   cpu: 67%/85%   1         10        3          3h32m
frontend-hpa   Deployment/frontend   cpu: 14%/85%   1         10        3          3h33m
frontend-hpa   Deployment/frontend   cpu: 6%/85%    1         10        3          3h34m
frontend-hpa   Deployment/frontend   cpu: 5%/85%    1         10        3          3h36m
frontend-hpa   Deployment/frontend   cpu: 5%/85%    1         10        3          3h38m
frontend-hpa   Deployment/frontend   cpu: 3%/85%    1         10        1          3h38m
frontend-hpa   Deployment/frontend   cpu: 14%/85%   1         10        1          3h39m
frontend-hpa   Deployment/frontend   cpu: 16%/85%   1         10        1          3h40m
