Multiservices
100 users 50% HPA

PS C:\Windows\system32> kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
recommendation-hpa   Deployment/recommendationservice   cpu: 9%/85%     1         10        1          5h
frontend-hpa         Deployment/frontend                cpu: 18%/85%    1         10        1          5h
recommendation-hpa   Deployment/recommendationservice   cpu: 8%/85%     1         10        1          5h2m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          5h2m
cart-hpa             Deployment/cartservice             cpu: 2%/85%     1         10        1          5h2m
frontend-hpa         Deployment/frontend                cpu: 15%/85%    1         10        1          5h2m



500 User 85% HPA 
PS C:\Windows\system32> kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 3%/85%    1         10        1          6h11m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%    1         10        1          6h11m
frontend-hpa         Deployment/frontend                cpu: 15%/85%   1         10        1          6h11m
recommendation-hpa   Deployment/recommendationservice   cpu: 8%/85%    1         10        1          6h11m
recommendation-hpa   Deployment/recommendationservice   cpu: 88%/85%   1         10        1          6h11m
cart-hpa             Deployment/cartservice             cpu: 15%/85%   1         10        1          6h11m
frontend-hpa         Deployment/frontend                cpu: 111%/85%   1         10        1          6h11m
frontend-hpa         Deployment/frontend                cpu: 111%/85%   1         10        2          6h12m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h12m
cart-hpa             Deployment/cartservice             cpu: 23%/85%    1         10        1          6h12m
recommendation-hpa   Deployment/recommendationservice   cpu: 163%/85%   1         10        1          6h12m
frontend-hpa         Deployment/frontend                cpu: 199%/85%   1         10        2          6h12m
recommendation-hpa   Deployment/recommendationservice   cpu: 163%/85%   1         10        2          6h13m
frontend-hpa         Deployment/frontend                cpu: 199%/85%   1         10        3          6h13m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          6h13m
frontend-hpa         Deployment/frontend                cpu: 99%/85%    1         10        3          6h13m
cart-hpa             Deployment/cartservice             cpu: 23%/85%    1         10        1          6h14m
recommendation-hpa   Deployment/recommendationservice   cpu: 81%/85%    1         10        2          6h14m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          6h14m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          6h14m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h15m
cart-hpa             Deployment/cartservice             cpu: 28%/85%    1         10        1          6h15m
recommendation-hpa   Deployment/recommendationservice   cpu: 84%/85%    1         10        2          6h15m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          6h15m
cart-hpa             Deployment/cartservice             cpu: 27%/85%    1         10        1          6h16m
recommendation-hpa   Deployment/recommendationservice   cpu: 85%/85%    1         10        2          6h17m
cart-hpa             Deployment/cartservice             cpu: 29%/85%    1         10        1          6h17m
recommendation-hpa   Deployment/recommendationservice   cpu: 86%/85%    1         10        2          6h18m
cart-hpa             Deployment/cartservice             cpu: 29%/85%    1         10        1          6h18m
checkout-hpa         Deployment/checkoutservice         cpu: 3%/85%     1         10        1          6h18m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          6h19m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h19m
recommendation-hpa   Deployment/recommendationservice   cpu: 85%/85%    1         10        2          6h19m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          6h20m
recommendation-hpa   Deployment/recommendationservice   cpu: 86%/85%    1         10        2          6h20m
cart-hpa             Deployment/cartservice             cpu: 23%/85%    1         10        1          6h20m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          6h21m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          6h21m
recommendation-hpa   Deployment/recommendationservice   cpu: 82%/85%    1         10        2          6h21m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          6h21m
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          6h22m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          6h22m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h22m
cart-hpa             Deployment/cartservice             cpu: 28%/85%    1         10        1          6h23m
recommendation-hpa   Deployment/recommendationservice   cpu: 88%/85%    1         10        2          6h23m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          6h23m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          6h23m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          6h24m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h24m
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          6h24m
recommendation-hpa   Deployment/recommendationservice   cpu: 82%/85%    1         10        2          6h24m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          6h25m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          6h25m
recommendation-hpa   Deployment/recommendationservice   cpu: 85%/85%    1         10        2          6h25m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          6h26m
recommendation-hpa   Deployment/recommendationservice   cpu: 83%/85%    1         10        2          6h26m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          6h26m
recommendation-hpa   Deployment/recommendationservice   cpu: 81%/85%    1         10        2          6h27m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          6h27m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          6h27m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h27m
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          6h28m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          6h28m
recommendation-hpa   Deployment/recommendationservice   cpu: 80%/85%    1         10        2          6h29m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          6h29m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          6h29m
cart-hpa             Deployment/cartservice             cpu: 30%/85%    1         10        1          6h30m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          6h30m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          6h30m
recommendation-hpa   Deployment/recommendationservice   cpu: 84%/85%    1         10        2          6h30m
recommendation-hpa   Deployment/recommendationservice   cpu: 87%/85%    1         10        2          6h31m
cart-hpa             Deployment/cartservice             cpu: 27%/85%    1         10        1          6h31m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          6h32m
cart-hpa             Deployment/cartservice             cpu: 21%/85%    1         10        1          6h32m
recommendation-hpa   Deployment/recommendationservice   cpu: 84%/85%    1         10        2          6h32m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          6h33m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h33m
recommendation-hpa   Deployment/recommendationservice   cpu: 82%/85%    1         10        2          6h33m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          6h33m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          6h34m
recommendation-hpa   Deployment/recommendationservice   cpu: 84%/85%    1         10        2          6h34m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          6h35m
cart-hpa             Deployment/cartservice             cpu: 29%/85%    1         10        1          6h35m
recommendation-hpa   Deployment/recommendationservice   cpu: 45%/85%    1         10        2          6h36m
cart-hpa             Deployment/cartservice             cpu: 15%/85%    1         10        1          6h36m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h36m
frontend-hpa         Deployment/frontend                cpu: 35%/85%    1         10        3          6h36m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          6h37m
cart-hpa             Deployment/cartservice             cpu: 2%/85%     1         10        1          6h37m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        3          6h37m
frontend-hpa         Deployment/frontend                cpu: 5%/85%     1         10        3          6h38m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          6h38m
recommendation-hpa   Deployment/recommendationservice   cpu: 4%/85%     1         10        2          6h40m
frontend-hpa         Deployment/frontend                cpu: 5%/85%     1         10        3          6h41m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          6h41m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          6h41m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        2          6h41m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          6h42m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        2          6h42m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          6h42m
recommendation-hpa   Deployment/recommendationservice   cpu: 4%/85%     1         10        1          6h42m
frontend-hpa         Deployment/frontend                cpu: 14%/85%    1         10        1          6h42m
recommendation-hpa   Deployment/recommendationservice   cpu: 8%/85%     1         10        1          6h43m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%     1         10        1          6h45m
frontend-hpa         Deployment/frontend                cpu: 15%/85%    1         10        1          6h45m
