GKE multi-services

100 users 50% HPA

kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 18%/85%    1         10        1          11m
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/85%    1         10        2          11m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          11m
cart-hpa             Deployment/cartservice             cpu: 15%/85%    1         10        1          12m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          12m
recommendation-hpa   Deployment/recommendationservice   cpu: 64%/85%    1         10        2          12m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          12m
cart-hpa             Deployment/cartservice             cpu: 17%/85%    1         10        1          13m
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/85%    1         10        2          13m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          13m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          13m
cart-hpa             Deployment/cartservice             cpu: 14%/85%    1         10        1          14m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          14m
recommendation-hpa   Deployment/recommendationservice   cpu: 66%/85%    1         10        2          14m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          15m
cart-hpa             Deployment/cartservice             cpu: 16%/85%    1         10        1          15m
recommendation-hpa   Deployment/recommendationservice   cpu: 65%/85%    1         10        2          15m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          16m
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/85%    1         10        2          16m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          16m
cart-hpa             Deployment/cartservice             cpu: 20%/85%    1         10        1          17m
recommendation-hpa   Deployment/recommendationservice   cpu: 66%/85%    1         10        2          17m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          17m
recommendation-hpa   Deployment/recommendationservice   cpu: 64%/85%    1         10        2          18m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          19m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          19m
recommendation-hpa   Deployment/recommendationservice   cpu: 64%/85%    1         10        2          20m
cart-hpa             Deployment/cartservice             cpu: 21%/85%    1         10        1          20m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          20m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/85%    1         10        2          21m
cart-hpa             Deployment/cartservice             cpu: 20%/85%    1         10        1          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 58%/85%    1         10        2          22m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          22m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          22m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          23m
recommendation-hpa   Deployment/recommendationservice   cpu: 66%/85%    1         10        2          23m
cart-hpa             Deployment/cartservice             cpu: 13%/85%    1         10        1          23m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          24m
recommendation-hpa   Deployment/recommendationservice   cpu: 65%/85%    1         10        2          24m
cart-hpa             Deployment/cartservice             cpu: 20%/85%    1         10        1          24m
recommendation-hpa   Deployment/recommendationservice   cpu: 59%/85%    1         10        2          25m
cart-hpa             Deployment/cartservice             cpu: 21%/85%    1         10        1          25m
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/85%    1         10        2          26m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          26m
frontend-hpa         Deployment/frontend                cpu: 38%/85%    1         10        3          26m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          26m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          27m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        3          27m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%     1         10        2          27m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          28m
frontend-hpa         Deployment/frontend                cpu: 5%/85%     1         10        3          28m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/85%     1         10        2          29m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        3          29m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          29m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          29m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          30m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        3          30m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          30m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          30m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          31m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        3          31m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          31m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          31m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        2          32m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        1          32m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        1          32m
recommendation-hpa   Deployment/recommendationservice   cpu: 9%/85%     1         10        1          32m
frontend-hpa         Deployment/frontend                cpu: 19%/85%    1         10        1          32m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          33m
recommendation-hpa   Deployment/recommendationservice   cpu: 10%/85%    1         10        1          33m
frontend-hpa         Deployment/frontend                cpu: 18%/85%    1         10        1          33m


500 users 85% HPA

kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS       MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 5%/85%   1         10        1          46s
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%   1         10        1          45s
frontend-hpa         Deployment/frontend                cpu: 0%/85%   1         10        1          46s
recommendation-hpa   Deployment/recommendationservice   cpu: 2%/85%   1         10        1          44s
frontend-hpa         Deployment/frontend                cpu: 194%/85%   1         10        1          84s
frontend-hpa         Deployment/frontend                cpu: 194%/85%   1         10        3          90s
recommendation-hpa   Deployment/recommendationservice   cpu: 114%/85%   1         10        1          90s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          98s
cart-hpa             Deployment/cartservice             cpu: 30%/85%    1         10        1          99s
recommendation-hpa   Deployment/recommendationservice   cpu: 114%/85%   1         10        2          105s
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          2m32s
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/85%    1         10        2          2m45s
cart-hpa             Deployment/cartservice             cpu: 11%/85%    1         10        1          2m54s
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          3m32s
cart-hpa             Deployment/cartservice             cpu: 12%/85%    1         10        1          3m54s
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/85%    1         10        2          4m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          4m4s
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          4m39s
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/85%    1         10        2          5m3s
cart-hpa             Deployment/cartservice             cpu: 14%/85%    1         10        1          5m5s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          5m6s
cart-hpa             Deployment/cartservice             cpu: 15%/85%    1         10        1          6m6s
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/85%    1         10        2          6m15s
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          7m2s
cart-hpa             Deployment/cartservice             cpu: 12%/85%    1         10        1          7m6s
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/85%    1         10        2          7m30s
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          8m2s
cart-hpa             Deployment/cartservice             cpu: 16%/85%    1         10        1          8m24s
recommendation-hpa   Deployment/recommendationservice   cpu: 64%/85%    1         10        2          8m45s
cart-hpa             Deployment/cartservice             cpu: 13%/85%    1         10        1          9m39s
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          9m53s
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/85%    1         10        2          10m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          10m
cart-hpa             Deployment/cartservice             cpu: 10%/85%    1         10        1          10m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          10m
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/85%    1         10        2          11m
cart-hpa             Deployment/cartservice             cpu: 11%/85%    1         10        1          11m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          11m
recommendation-hpa   Deployment/recommendationservice   cpu: 53%/85%    1         10        2          12m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          12m
cart-hpa             Deployment/cartservice             cpu: 11%/85%    1         10        1          12m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          13m
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/85%    1         10        2          13m
cart-hpa             Deployment/cartservice             cpu: 15%/85%    1         10        1          13m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          14m
recommendation-hpa   Deployment/recommendationservice   cpu: 66%/85%    1         10        2          14m
cart-hpa             Deployment/cartservice             cpu: 17%/85%    1         10        1          14m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          15m
recommendation-hpa   Deployment/recommendationservice   cpu: 59%/85%    1         10        2          15m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          15m
cart-hpa             Deployment/cartservice             cpu: 10%/85%    1         10        1          15m
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/85%    1         10        2          16m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          16m
recommendation-hpa   Deployment/recommendationservice   cpu: 59%/85%    1         10        2          16m
cart-hpa             Deployment/cartservice             cpu: 15%/85%    1         10        1          16m
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/85%    1         10        2          17m
cart-hpa             Deployment/cartservice             cpu: 16%/85%    1         10        1          17m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          17m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          18m
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/85%    1         10        2          18m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          18m
cart-hpa             Deployment/cartservice             cpu: 14%/85%    1         10        1          18m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          19m
cart-hpa             Deployment/cartservice             cpu: 15%/85%    1         10        1          19m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          20m
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/85%    1         10        2          21m
cart-hpa             Deployment/cartservice             cpu: 18%/85%    1         10        1          21m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 67%/85%    1         10        2          22m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          22m
cart-hpa             Deployment/cartservice             cpu: 16%/85%    1         10        1          22m
recommendation-hpa   Deployment/recommendationservice   cpu: 68%/85%    1         10        2          23m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          23m
cart-hpa             Deployment/cartservice             cpu: 16%/85%    1         10        1          23m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          24m
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/85%    1         10        2          24m
cart-hpa             Deployment/cartservice             cpu: 13%/85%    1         10        1          24m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          25m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          25m
cart-hpa             Deployment/cartservice             cpu: 10%/85%    1         10        1          25m
recommendation-hpa   Deployment/recommendationservice   cpu: 66%/85%    1         10        2          25m
frontend-hpa         Deployment/frontend                cpu: 20%/85%    1         10        3          26m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/85%     1         10        2          26m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          26m
frontend-hpa         Deployment/frontend                cpu: 7%/85%     1         10        3          27m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/85%     1         10        2          27m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          27m
frontend-hpa         Deployment/frontend                cpu: 7%/85%     1         10        3          28m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%     1         10        2          28m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          28m
cart-hpa             Deployment/cartservice             cpu: 4%/85%     1         10        1          28m
frontend-hpa         Deployment/frontend                cpu: 7%/85%     1         10        3          29m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          29m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          29m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          29m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        3          30m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/85%     1         10        2          31m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        3          31m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/85%     1         10        2          31m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        1          31m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/85%     1         10        1          31m
frontend-hpa         Deployment/frontend                cpu: 16%/85%    1         10        1          31m
recommendation-hpa   Deployment/recommendationservice   cpu: 10%/85%    1         10        1          32m
frontend-hpa         Deployment/frontend                cpu: 23%/85%    1         10        1          32m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          33m
recommendation-hpa   Deployment/recommendationservice   cpu: 9%/85%     1         10        1          33m
frontend-hpa         Deployment/frontend                cpu: 20%/85%    1         10        1          34m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          34m
recommendation-hpa   Deployment/recommendationservice   cpu: 10%/85%    1         10        1          34m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          34m
